playerID,yearID,stint,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,OBP,AVG,yearid,votedBy,ballots,needed,votes,inducted,category,needed_note
abbotky01,4.0,4.0,57.0,31.0,2.0,3.0,1.0,0.0,0.0,2.0,5.713734275374807,0.0,1.0,62.42990407260612,0.0,0.0,6.0,0.0,0.0,0.10526315789473684,0.0967741935483871,,,0.0,,0.0,N,Player,
abbotod01,1.0,1.0,22.0,70.0,2.0,13.0,2.0,1.0,0.0,6.0,3.0,0.0,6.0,20.0,0.0,0.0,6.0,0.0,0.0,0.23170731707317074,0.18571428571428572,,,0.0,,0.0,N,Player,
abbotpa01,12.0,12.0,162.0,20.0,2.0,5.0,1.0,0.0,0.0,2.0,11.427468550749614,0.0,0.0,92.85980814521224,0.0,0.0,5.0,0.0,0.0,0.2,0.25,,,0.0,,0.0,N,Player,
aberal01,8.0,8.0,168.0,100.0,5.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,41.0,0.0,0.0,8.0,1.0,2.0,0.18803418803418803,0.14,,,0.0,,0.0,N,Player,
abercda01,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,N,Player,
abercre01,3.0,3.0,180.0,386.0,65.0,86.0,20.0,2.0,9.0,34.0,18.0,8.0,21.0,123.0,2.0,7.0,5.0,2.0,3.0,0.27423167848699764,0.22279792746113988,,,0.0,,0.0,N,Player,
abernbi01,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,N,Player,
abernbr01,5.0,5.0,232.0,868.0,97.0,212.0,36.0,5.0,8.0,79.0,21.0,7.0,60.0,93.0,1.0,7.0,16.0,4.0,15.0,0.2928870292887029,0.24423963133640553,,,0.0,,0.0,N,Player,
abernte01,3.0,3.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,,,0.0,,0.0,N,Player,
abernte02,17.0,17.0,681.0,181.0,12.0,25.0,3.0,0.0,0.0,9.0,0.0,0.0,6.0,74.0,0.0,2.0,15.0,0.0,4.0,0.16176470588235295,0.13812154696132597,,,0.0,,0.0,N,Player,
abernwo01,2.0,2.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,N,Player,
aberscl01,3.0,3.0,63.0,179.0,25.0,45.0,7.0,3.0,5.0,26.0,0.0,0.0,25.0,44.0,0.0,0.0,0.0,0.0,6.0,0.3431372549019608,0.25139664804469275,,,0.0,,0.0,N,Player,
ablesha01,3.0,3.0,14.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,104.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,N,Player,
abnersh01,7.0,7.0,392.0,840.0,89.0,191.0,39.0,4.0,11.0,71.0,6.000000000000001,8.0,43.0,153.0,10.0,7.0,5.0,7.0,14.0,0.27521929824561403,0.22738095238095238,,,0.0,,0.0,N,Player,
abramca01,10.0,10.0,567.0,1611.0,257.0,433.0,64.0,19.0,32.0,138.0,12.0,18.0,304.0,290.0,2.0,7.0,16.0,4.0,22.0,0.3837448559670782,0.26877715704531346,,,0.0,,0.0,N,Player,
abramge01,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,0.0,N,Player,
abregjo01,1.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,N,Player,
abreubo01,20.0,20.0,2425.0,8480.0,1453.0,2470.0,574.0,59.0,288.0,1363.0,400.0,128.0,1476.0,1840.0,115.0,33.0,7.0,85.0,165.0,0.4015300117693213,0.29127358490566035,,,0.0,,0.0,N,Player,
abreujo01,1.0,1.0,9.0,28.0,4.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.3125,0.21428571428571427,,,0.0,,0.0,N,Player,
abreujo02,2.0,2.0,299.0,1169.0,168.0,354.0,69.0,5.0,66.0,208.0,3.0,1.0,90.0,271.0,26.0,26.0,0.0,5.0,30.0,0.3768996960486322,0.3028229255774166,,,0.0,,0.0,N,Player,
abreuju01,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,N,Player,
abreuto01,6.0,6.0,224.0,579.0,61.0,147.0,39.0,6.0,6.0,60.0,2.0,4.0,22.0,116.0,2.0,5.0,1.0,8.0,20.0,0.2852512155591572,0.2538860103626943,,,0.0,,0.0,N,Player,
abreuwi01,4.0,4.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,N,Player,
abstebi01,3.0,3.0,170.0,619.0,54.0,150.0,22.0,10.0,1.0,76.0,21.0,0.0,29.0,123.19999999999999,0.0,4.0,29.0,0.0,0.0,0.2687224669603524,0.24232633279483037,,,0.0,,0.0,N,Player,
accarje01,10.0,10.0,262.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,,,0.0,,0.0,N,Player,
aceveal01,7.0,7.0,204.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,N,Player,
acevejo01,5.0,5.0,104.0,101.0,2.0,8.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,61.0,0.0,1.0,12.0,1.0,2.0,0.11666666666666667,0.07920792079207921,,,0.0,,0.0,N,Player,
aceveju01,10.0,10.0,367.0,65.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,0.0,0.0,6.0,0.0,2.0,0.12162162162162163,0.09230769230769231,,,0.0,,0.0,N,Player,
achteaj01,2.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,N,Player,
ackerji01,12.0,12.0,467.0,54.0,2.0,9.0,1.0,0.0,0.0,1.0,19.998069963811826,0.0,2.0,184.00466425412142,0.0,0.0,0.0,0.0,1.0,0.19642857142857142,0.16666666666666666,,,0.0,,0.0,N,Player,
ackerto01,4.0,4.0,153.0,77.0,10.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,46.0,0.0,1.0,6.0,0.0,1.0,0.1875,0.06493506493506493,,,0.0,,0.0,N,Player,
ackledu01,6.0,6.0,607.0,2064.0,255.0,503.0,94.0,18.0,46.0,212.0,31.0,12.0,186.0,410.0,10.0,5.0,11.0,11.0,25.0,0.30782684739833843,0.2437015503875969,,,0.0,,0.0,N,Player,
acklefr01,2.0,2.0,5.0,6.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.3333333333333333,,,0.0,,0.0,N,Player,
acostcy01,4.0,4.0,107.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,N,Player,
acosted01,3.0,3.0,57.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.034482758620689655,,,0.0,,0.0,N,Player,
acostjo01,3.0,3.0,55.0,60.0,4.0,9.0,1.0,0.0,0.0,1.0,1.0000000000000002,0.0,11.0,22.0,0.0,0.0,3.0,0.0,0.0,0.2702702702702703,0.15,,,0.0,,0.0,N,Player,
acostma01,6.0,6.0,233.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,,,0.0,,0.0,N,Player,
acostme01,6.0,6.0,180.0,436.0,56.0,111.0,9.0,7.0,0.0,37.0,17.0,8.0,63.0,46.0,0.0,4.0,19.0,0.0,0.0,0.34099616858237547,0.2545871559633027,,,0.0,,0.0,N,Player,
acrema01,4.0,4.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.713734275374807,0.0,0.0,43.42990407260612,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,N,Player,
adairje01,15.0,15.0,1165.0,4019.0,378.0,1022.0,163.0,19.0,57.0,366.0,29.0,29.0,208.0,499.0,31.0,17.0,41.0,30.0,149.0,0.29406350667280257,0.25429211246578753,,,0.0,,0.0,N,Player,
adairji01,1.0,1.0,18.0,76.0,9.0,21.0,3.0,1.0,0.0,3.0,1.0000000000000002,0.0,1.0,8.0,0.0,0.0,2.0,0.0,0.0,0.27848101265822783,0.27631578947368424,,,0.0,,0.0,N,Player,
adamecr01,2.0,2.0,33.0,68.0,5.0,14.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,16.0,1.0,1.0,1.0,0.0,1.0,0.25675675675675674,0.20588235294117646,,,0.0,,0.0,N,Player,
adamsac01,6.0,6.0,302.0,99.0,9.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,14.0,0.0,0.0,8.0,0.0,2.0,0.1592920353982301,0.12121212121212122,,,0.0,,0.0,N,Player,
adamsau01,2.0,2.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,0.0,N,Player,
adamsba01,19.0,19.0,482.0,1019.0,79.0,216.0,31.0,15.0,3.0,75.0,1.0000000000000002,1.0,53.0,255.6,0.0,1.0,35.0,0.0,0.0,0.24368231046931407,0.21197252208047104,1937.0,BBWAA,201.0,151.0,8.0,N,Player,
adamsba01,19.0,19.0,482.0,1019.0,79.0,216.0,31.0,15.0,3.0,75.0,1.0000000000000002,1.0,53.0,255.6,0.0,1.0,35.0,0.0,0.0,0.24368231046931407,0.21197252208047104,1938.0,BBWAA,262.0,197.0,11.0,N,Player,
adamsba01,19.0,19.0,482.0,1019.0,79.0,216.0,31.0,15.0,3.0,75.0,1.0000000000000002,1.0,53.0,255.6,0.0,1.0,35.0,0.0,0.0,0.24368231046931407,0.21197252208047104,1939.0,BBWAA,274.0,206.0,11.0,N,Player,
adamsba01,19.0,19.0,482.0,1019.0,79.0,216.0,31.0,15.0,3.0,75.0,1.0000000000000002,1.0,53.0,255.6,0.0,1.0,35.0,0.0,0.0,0.24368231046931407,0.21197252208047104,1942.0,BBWAA,233.0,175.0,11.0,N,Player,
adamsba01,19.0,19.0,482.0,1019.0,79.0,216.0,31.0,15.0,3.0,75.0,1.0000000000000002,1.0,53.0,255.6,0.0,1.0,35.0,0.0,0.0,0.24368231046931407,0.21197252208047104,1945.0,BBWAA,247.0,186.0,7.0,N,Player,
adamsba01,19.0,19.0,482.0,1019.0,79.0,216.0,31.0,15.0,3.0,75.0,1.0000000000000002,1.0,53.0,255.6,0.0,1.0,35.0,0.0,0.0,0.24368231046931407,0.21197252208047104,1946.0,Nominating Vote,202.0,,6.0,N,Player,Top 20
adamsba01,19.0,19.0,482.0,1019.0,79.0,216.0,31.0,15.0,3.0,75.0,1.0000000000000002,1.0,53.0,255.6,0.0,1.0,35.0,0.0,0.0,0.24368231046931407,0.21197252208047104,1947.0,BBWAA,161.0,121.0,22.0,N,Player,
adamsba01,19.0,19.0,482.0,1019.0,79.0,216.0,31.0,15.0,3.0,75.0,1.0000000000000002,1.0,53.0,255.6,0.0,1.0,35.0,0.0,0.0,0.24368231046931407,0.21197252208047104,1948.0,BBWAA,121.0,91.0,4.0,N,Player,
adamsba01,19.0,19.0,482.0,1019.0,79.0,216.0,31.0,15.0,3.0,75.0,1.0000000000000002,1.0,53.0,255.6,0.0,1.0,35.0,0.0,0.0,0.24368231046931407,0.21197252208047104,1949.0,BBWAA,153.0,115.0,5.0,N,Player,
adamsba01,19.0,19.0,482.0,1019.0,79.0,216.0,31.0,15.0,3.0,75.0,1.0000000000000002,1.0,53.0,255.6,0.0,1.0,35.0,0.0,0.0,0.24368231046931407,0.21197252208047104,1950.0,BBWAA,168.0,126.0,6.0,N,Player,
adamsba01,19.0,19.0,482.0,1019.0,79.0,216.0,31.0,15.0,3.0,75.0,1.0000000000000002,1.0,53.0,255.6,0.0,1.0,35.0,0.0,0.0,0.24368231046931407,0.21197252208047104,1951.0,BBWAA,226.0,170.0,12.0,N,Player,
adamsba01,19.0,19.0,482.0,1019.0,79.0,216.0,31.0,15.0,3.0,75.0,1.0000000000000002,1.0,53.0,255.6,0.0,1.0,35.0,0.0,0.0,0.24368231046931407,0.21197252208047104,1952.0,BBWAA,234.0,176.0,9.0,N,Player,
adamsba01,19.0,19.0,482.0,1019.0,79.0,216.0,31.0,15.0,3.0,75.0,1.0000000000000002,1.0,53.0,255.6,0.0,1.0,35.0,0.0,0.0,0.24368231046931407,0.21197252208047104,1953.0,BBWAA,264.0,198.0,17.0,N,Player,
adamsba01,19.0,19.0,482.0,1019.0,79.0,216.0,31.0,15.0,3.0,75.0,1.0000000000000002,1.0,53.0,255.6,0.0,1.0,35.0,0.0,0.0,0.24368231046931407,0.21197252208047104,1954.0,BBWAA,252.0,189.0,13.0,N,Player,
adamsba01,19.0,19.0,482.0,1019.0,79.0,216.0,31.0,15.0,3.0,75.0,1.0000000000000002,1.0,53.0,255.6,0.0,1.0,35.0,0.0,0.0,0.24368231046931407,0.21197252208047104,1955.0,BBWAA,251.0,189.0,24.0,N,Player,
adamsbe01,8.0,8.0,267.0,678.0,37.0,137.0,17.0,4.0,2.0,45.0,9.0,0.0,23.0,157.6,0.0,1.0,23.0,0.0,0.0,0.22206896551724137,0.20206489675516223,,,0.0,,0.0,N,Player,
adamsbo01,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,,,0.0,,0.0,N,Player,
adamsbo02,2.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,N,Player,
adamsbo03,15.0,15.0,1281.0,4019.0,591.0,1082.0,188.0,49.0,37.0,303.0,67.0,30.0,414.0,447.0,1.0,17.0,78.0,5.0,62.0,0.33392148213498013,0.2692211993033093,1966.0,BBWAA,302.0,227.0,1.0,N,Player,
adamsbo04,1.0,1.0,15.0,24.0,2.0,6.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,,,0.0,,0.0,N,Player,
adamsbu01,8.0,8.0,576.0,2003.0,282.0,532.0,96.0,12.0,50.0,249.0,12.0,0.0,234.0,281.0,0.0,13.0,42.0,0.0,35.0,0.33987783595113435,0.2656015976035946,,,0.0,,0.0,N,Player,
adamsda01,2.0,2.0,47.0,55.0,1.0,8.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,18.0,0.0,0.0,1.0,0.0,0.0,0.1864406779661017,0.14545454545454545,,,0.0,,0.0,N,Player,
adamsda02,1.0,1.0,43.0,140.0,10.0,27.0,5.0,1.0,2.0,13.0,0.0,0.0,9.0,43.0,0.0,2.0,1.0,0.0,4.0,0.25,0.19285714285714287,,,0.0,,0.0,N,Player,
adamsdi01,1.0,1.0,37.0,89.0,9.0,18.0,2.0,3.0,2.0,11.0,0.0,0.0,2.0,18.0,0.0,0.0,2.0,0.0,0.0,0.21505376344086022,0.20224719101123595,,,0.0,,0.0,N,Player,
adamsdo01,1.0,1.0,8.0,14.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.26666666666666666,0.21428571428571427,,,0.0,,0.0,N,Player,
adamsge01,1.0,1.0,4.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,7.800000000000001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.23076923076923078,,,0.0,,0.0,N,Player,
adamsgl01,8.0,8.0,661.0,1617.0,152.0,452.0,79.0,5.0,34.0,225.0,6.0,10.0,111.0,183.0,8.0,4.0,9.0,19.0,47.0,0.3252262443438914,0.2795299938157081,,,0.0,,0.0,N,Player,
adamshe01,3.0,3.0,95.0,337.0,39.0,88.0,8.0,6.0,0.0,18.0,4.0,2.0,22.0,24.0,0.0,2.0,3.0,0.0,5.0,0.3076923076923077,0.26112759643916916,,,0.0,,0.0,N,Player,
adamsji01,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.25,0.25,,,0.0,,0.0,N,Player,
adamsjo01,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,N,Player,
adamsjo02,3.0,3.0,44.0,10.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2727272727272727,0.3,,,0.0,,0.0,N,Player,
adamska01,2.0,2.0,30.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.03125,,,0.0,,0.0,N,Player,
adamsla01,1.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,N,Player,
adamsma01,4.0,4.0,337.0,1084.0,123.0,299.0,63.0,5.0,39.0,156.0,4.0,3.0,64.0,259.0,6.0,3.0,0.0,8.0,22.0,0.31931330472103003,0.275830258302583,,,0.0,,0.0,N,Player,
adamsmi01,3.0,3.0,11.0,6.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.3333333333333333,,,0.0,,0.0,N,Player,
adamsmi02,5.0,5.0,100.0,118.0,27.0,23.0,5.0,0.0,3.0,9.0,2.0,1.0,32.0,29.0,0.0,2.0,0.0,0.0,2.0,0.375,0.19491525423728814,,,0.0,,0.0,N,Player,
adamsmi03,11.0,11.0,410.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,N,Player,
adamsre01,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,N,Player,
adamsri01,1.0,1.0,11.0,23.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.2,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,0.17391304347826086,,,0.0,,0.0,N,Player,
adamsri02,3.0,3.0,120.0,247.0,35.0,53.0,5.0,1.0,4.0,16.0,3.000000000000001,2.0,10.0,37.0,3.0,5.0,7.0,0.0,5.0,0.2610294117647059,0.2145748987854251,,,0.0,,0.0,N,Player,
adamsru01,5.0,5.0,286.0,884.0,125.0,218.0,46.0,7.0,17.0,113.0,15.0,5.0,85.0,118.0,2.0,5.0,8.0,11.0,14.0,0.31155778894472363,0.24660633484162897,,,0.0,,0.0,N,Player,
adamsry01,1.0,1.0,29.0,89.0,9.0,25.0,4.0,0.0,0.0,7.0,0.0,0.0,6.0,25.0,0.0,1.0,0.0,0.0,7.0,0.3333333333333333,0.2808988764044944,,,0.0,,0.0,N,Player,
adamssp01,14.0,14.0,1424.0,5557.0,844.0,1588.0,249.0,48.0,9.0,394.0,154.0,50.0,453.0,223.0,0.0,28.0,136.0,0.0,14.0,0.3351149983803045,0.2857657009177614,1958.0,BBWAA,266.0,200.0,1.0,N,Player,
adamssp01,14.0,14.0,1424.0,5557.0,844.0,1588.0,249.0,48.0,9.0,394.0,154.0,50.0,453.0,223.0,0.0,28.0,136.0,0.0,14.0,0.3351149983803045,0.2857657009177614,1960.0,BBWAA,269.0,202.0,1.0,N,Player,
adamssp02,4.0,4.0,180.0,395.0,61.0,101.0,16.0,5.0,0.0,38.0,5.000000000000001,10.0,38.0,50.0,0.0,2.0,12.0,0.0,0.0,0.31543624161073824,0.25569620253164554,,,0.0,,0.0,N,Player,
adamste01,12.0,12.0,574.0,78.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,41.0,0.0,0.0,12.0,1.0,1.0,0.11224489795918367,0.05128205128205128,,,0.0,,0.0,N,Player,
adamswi01,5.0,5.0,65.0,88.0,4.0,9.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,44.2,0.0,0.0,1.0,0.0,0.0,0.13043478260869565,0.10227272727272728,,,0.0,,0.0,N,Player,
adamswi02,2.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.713734275374807,0.0,0.0,43.42990407260612,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,N,Player,
adcocjo01,17.0,17.0,1959.0,6606.0,823.0,1832.0,295.0,35.0,336.0,1122.0,20.0,25.0,594.0,1059.0,55.0,17.0,52.0,35.0,223.0,0.3394482946052453,0.2773236451710566,,,0.0,,0.0,N,Player,
adcocna01,4.0,4.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,N,Player,
addisbo01,5.0,5.0,208.0,534.0,70.0,150.0,22.0,2.0,2.0,47.0,8.0,6.0,37.0,47.0,0.0,0.0,5.0,0.0,9.0,0.3246527777777778,0.2808988764044944,,,0.0,,0.0,N,Player,
adducji01,4.0,4.0,70.0,144.0,11.0,34.0,8.0,1.0,1.0,15.0,0.0,1.0,2.0,27.0,0.0,0.0,1.0,3.0,1.0,0.24,0.2361111111111111,,,0.0,,0.0,N,Player,
adducji02,2.0,2.0,61.0,132.0,15.0,25.0,4.0,0.0,1.0,8.0,5.0,1.0,13.0,36.0,0.0,0.0,1.0,2.0,2.0,0.25675675675675674,0.1893939393939394,,,0.0,,0.0,N,Player,
addybo01,7.0,7.0,274.0,1231.0,227.0,341.0,35.0,12.0,1.0,172.0,40.8,15.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.288,0.2770105605199025,,,0.0,,0.0,N,Player,
adenhni01,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,N,Player,
aderhmo01,6.0,6.0,106.0,262.0,36.0,70.0,7.0,3.0,3.0,32.0,3.0,1.0,19.0,29.0,0.0,0.0,0.0,0.0,1.0,0.3167259786476868,0.26717557251908397,,,0.0,,0.0,N,Player,
adkinde01,3.0,3.0,38.0,22.0,2.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.21739130434782608,0.22727272727272727,,,0.0,,0.0,N,Player,
